Sex, NAME     ,    LABEL
women, v774c     , aids transmit. by breastfeeding 
women, v775      , knows someone who has or died of aids   
women, v777      , allowed to keep aids infection secret   
women, v778      , willing to care for relative with aids  
women, v779      , person with aids allowed to continue teaching   
women, v780      , should children be taught about condoms 
women, v781      , ever been tested for aids   
women, v783      , know a place to get aids test   
women, v784a     , place for aids test: govt hospital  
women, v784b     , place for aids test:health center   
women, v784c     , place for aids test: public vct center  
women, v784d     , place for aids test: cs provincial hospital 
women, v784e     , place for aids test: cs district hospital   
women, v784f     , place for aids test: cs health post 
women, v784g     , place for aids test: cs public outreach 
women, v784h     , place for aids test: cs public military hospital    
women, v784i     , place for aids test: cs public pmtct site   
women, v784j     , place for aids test: other public   
women, v784k     , place for aids test: private hospital   
women, v784l     , place for aids test: private vct center 
women, v784m     , place for aids test: pharmacy   
women, v784n     , place for aids test: mobile clinic  
women, v784o     , place for aids test: fieldworker    
women, v784p     , place for aids test: cs private clinic  
women, v784q     , place for aids test: cs private laboratory  
women, v784r     , place for aids test: cs private 
women, v784s     , place for aids test: other private  
women, v784t     , place for aids test: cs other   
women, v784u     , place for aids test: cs other   
women, v784v     , place for aids test: cs other   
women, v784x     , place for aids test: other  
women, v785      , heard about other stds  
women, v801      , time interview started  
women, v802      , time interview ended    
women, v803      , length of interview in minutes  
women, v804      , number of visits    
women, v805      , interviewer identification  
women, v806      , keyer identification    
women, v811      , pres. children < 10 (sec 7) 
women, v812      , pres. husband (sec 7)   
women, v813      , pres. other males (sec 7)   
women, v814      , pres. other females (sec 7) 
women, vcol_1    , calendar column number  
women, vcol_2    , calendar column number  
women, vcol_3    , calendar column number  
women, vcol_4    , calendar column number  
women, vcol_5    , calendar column number  
women, vcol_6    , calendar column number  
women, vcol_7    , calendar column number  
women, vcol_8    , calendar column number  
women, vcol_9    , calendar column number  
women, vcal_1    , calendar    
women, vcal_2    , calendar    
women, vcal_3    , calendar    
women, vcal_4    , calendar    
women, vcal_5    , calendar    
women, vcal_6    , calendar    
women, vcal_7    , calendar    
women, vcal_8    , calendar    
women, vcal_9    , calendar    
women, mmidx_01  , maternal mortality index    
women, mmidx_02  , maternal mortality index    
women, mmidx_03  , maternal mortality index    
women, mmidx_04  , maternal mortality index    
women, mmidx_05  , maternal mortality index    
women, mmidx_06  , maternal mortality index    
women, mmidx_07  , maternal mortality index    
women, mmidx_08  , maternal mortality index    
women, mmidx_09  , maternal mortality index    
women, mmidx_10  , maternal mortality index    
women, mmidx_11  , maternal mortality index    
women, mmidx_12  , maternal mortality index    
women, mmidx_13  , maternal mortality index    
women, mmidx_14  , maternal mortality index    
women, mmidx_15  , maternal mortality index    
women, mmidx_16  , maternal mortality index    
women, mmidx_17  , maternal mortality index    
women, mmidx_18  , maternal mortality index    
women, mmidx_19  , maternal mortality index    
women, mmidx_20  , maternal mortality index    
women, mm1_01    , sex of sibling  
women, mm1_02    , sex of sibling  
women, mm1_03    , sex of sibling  
women, mm1_04    , sex of sibling  
women, mm1_05    , sex of sibling  
women, mm1_06    , sex of sibling  
women, mm1_07    , sex of sibling  
women, mm1_08    , sex of sibling  
women, mm1_09    , sex of sibling  
women, mm1_10    , sex of sibling  
women, mm1_11    , sex of sibling  
women, mm1_12    , sex of sibling  
women, mm1_13    , sex of sibling  
women, mm1_14    , sex of sibling  
women, mm1_15    , sex of sibling  
women, mm1_16    , sex of sibling  
women, mm1_17    , sex of sibling  
women, mm1_18    , sex of sibling  
women, mm1_19    , sex of sibling  
women, mm1_20    , sex of sibling  
women, mm2_01    , sibling's survival status   
women, mm2_02    , sibling's survival status   
women, mm2_03    , sibling's survival status   
women, mm2_04    , sibling's survival status   
women, mm2_05    , sibling's survival status   
women, mm2_06    , sibling's survival status   
women, mm2_07    , sibling's survival status   
women, mm2_08    , sibling's survival status   
women, mm2_09    , sibling's survival status   
women, mm2_10    , sibling's survival status   
women, mm2_11    , sibling's survival status   
women, mm2_12    , sibling's survival status   
women, mm2_13    , sibling's survival status   
women, mm2_14    , sibling's survival status   
women, mm2_15    , sibling's survival status   
women, mm2_16    , sibling's survival status   
women, mm2_17    , sibling's survival status   
women, mm2_18    , sibling's survival status   
women, mm2_19    , sibling's survival status   
women, mm2_20    , sibling's survival status   
women, mm3_01    , sibling's current age   
women, mm3_02    , sibling's current age   
women, mm3_03    , sibling's current age   
women, mm3_04    , sibling's current age   
women, mm3_05    , sibling's current age   
women, mm3_06    , sibling's current age   
women, mm3_07    , sibling's current age   
women, mm3_08    , sibling's current age   
women, mm3_09    , sibling's current age   
women, mm3_10    , sibling's current age   
women, mm3_11    , sibling's current age   
women, mm3_12    , sibling's current age   
women, mm3_13    , sibling's current age   
women, mm3_14    , sibling's current age   
women, mm3_15    , sibling's current age   
women, mm3_16    , sibling's current age   
women, mm3_17    , sibling's current age   
women, mm3_18    , sibling's current age   
women, mm3_19    , sibling's current age   
women, mm3_20    , sibling's current age   
women, mm4_01    , cmc date of birth of sibling    
women, mm4_02    , cmc date of birth of sibling    
women, mm4_03    , cmc date of birth of sibling    
women, mm4_04    , cmc date of birth of sibling    
women, mm4_05    , cmc date of birth of sibling    
women, mm4_06    , cmc date of birth of sibling    
women, mm4_07    , cmc date of birth of sibling    
women, mm4_08    , cmc date of birth of sibling    
women, mm4_09    , cmc date of birth of sibling    
women, mm4_10    , cmc date of birth of sibling    
women, mm4_11    , cmc date of birth of sibling    
women, mm4_12    , cmc date of birth of sibling    
women, mm4_13    , cmc date of birth of sibling    
women, mm4_14    , cmc date of birth of sibling    
women, mm4_15    , cmc date of birth of sibling    
women, mm4_16    , cmc date of birth of sibling    
women, mm4_17    , cmc date of birth of sibling    
women, mm4_18    , cmc date of birth of sibling    
women, mm4_19    , cmc date of birth of sibling    
women, mm4_20    , cmc date of birth of sibling    
women, mm5_01    , sibling's marital status    
women, mm5_02    , sibling's marital status    
women, mm5_03    , sibling's marital status    
women, mm5_04    , sibling's marital status    
women, mm5_05    , sibling's marital status    
women, mm5_06    , sibling's marital status    
women, mm5_07    , sibling's marital status    
women, mm5_08    , sibling's marital status    
women, mm5_09    , sibling's marital status    
women, mm5_10    , sibling's marital status    
women, mm5_11    , sibling's marital status    
women, mm5_12    , sibling's marital status    
women, mm5_13    , sibling's marital status    
women, mm5_14    , sibling's marital status    
women, mm5_15    , sibling's marital status    
women, mm5_16    , sibling's marital status    
women, mm5_17    , sibling's marital status    
women, mm5_18    , sibling's marital status    
women, mm5_19    , sibling's marital status    
women, mm5_20    , sibling's marital status    
women, mm6_01    , years ago sibling died  
women, mm6_02    , years ago sibling died  
women, mm6_03    , years ago sibling died  
women, mm6_04    , years ago sibling died  
women, mm6_05    , years ago sibling died  
women, mm6_06    , years ago sibling died  
women, mm6_07    , years ago sibling died  
women, mm6_08    , years ago sibling died  
women, mm6_09    , years ago sibling died  
women, mm6_10    , years ago sibling died  
women, mm6_11    , years ago sibling died  
women, mm6_12    , years ago sibling died  
women, mm6_13    , years ago sibling died  
women, mm6_14    , years ago sibling died  
women, mm6_15    , years ago sibling died  
women, mm6_16    , years ago sibling died  
women, mm6_17    , years ago sibling died  
women, mm6_18    , years ago sibling died  
women, mm6_19    , years ago sibling died  
women, mm6_20    , years ago sibling died  
women, mm7_01    , sibling's age at death  
women, mm7_02    , sibling's age at death  
women, mm7_03    , sibling's age at death  
women, mm7_04    , sibling's age at death  
women, mm7_05    , sibling's age at death  
women, mm7_06    , sibling's age at death  
women, mm7_07    , sibling's age at death  
women, mm7_08    , sibling's age at death  
women, mm7_09    , sibling's age at death  
women, mm7_10    , sibling's age at death  
women, mm7_11    , sibling's age at death  
women, mm7_12    , sibling's age at death  
women, mm7_13    , sibling's age at death  
women, mm7_14    , sibling's age at death  
women, mm7_15    , sibling's age at death  
women, mm7_16    , sibling's age at death  
women, mm7_17    , sibling's age at death  
women, mm7_18    , sibling's age at death  
women, mm7_19    , sibling's age at death  
women, mm7_20    , sibling's age at death  
women, mm8_01    , cmc date of death of sibling    
women, mm8_02    , cmc date of death of sibling    
women, mm8_03    , cmc date of death of sibling    
women, mm8_04    , cmc date of death of sibling    
women, mm8_05    , cmc date of death of sibling    
women, mm8_06    , cmc date of death of sibling    
women, mm8_07    , cmc date of death of sibling    
women, mm8_08    , cmc date of death of sibling    
women, mm8_09    , cmc date of death of sibling    
women, mm8_10    , cmc date of death of sibling    
women, mm8_11    , cmc date of death of sibling    
women, mm8_12    , cmc date of death of sibling    
women, mm8_13    , cmc date of death of sibling    
women, mm8_14    , cmc date of death of sibling    
women, mm8_15    , cmc date of death of sibling    
women, mm8_16    , cmc date of death of sibling    
women, mm8_17    , cmc date of death of sibling    
women, mm8_18    , cmc date of death of sibling    
women, mm8_19    , cmc date of death of sibling    
women, mm8_20    , cmc date of death of sibling    
women, mm9_01    , sibling's death & pregnancy 
women, mm9_02    , sibling's death & pregnancy 
women, mm9_03    , sibling's death & pregnancy 
women, mm9_04    , sibling's death & pregnancy 
women, mm9_05    , sibling's death & pregnancy 
women, mm9_06    , sibling's death & pregnancy 
women, mm9_07    , sibling's death & pregnancy 
women, mm9_08    , sibling's death & pregnancy 
women, mm9_09    , sibling's death & pregnancy 
women, mm9_10    , sibling's death & pregnancy 
women, mm9_11    , sibling's death & pregnancy 
women, mm9_12    , sibling's death & pregnancy 
women, mm9_13    , sibling's death & pregnancy 
women, mm9_14    , sibling's death & pregnancy 
women, mm9_15    , sibling's death & pregnancy 
women, mm9_16    , sibling's death & pregnancy 
women, mm9_17    , sibling's death & pregnancy 
women, mm9_18    , sibling's death & pregnancy 
women, mm9_19    , sibling's death & pregnancy 
women, mm9_20    , sibling's death & pregnancy 
women, mm10_01   , death & pregnancy are related   
women, mm10_02   , death & pregnancy are related   
women, mm10_03   , death & pregnancy are related   
women, mm10_04   , death & pregnancy are related   
women, mm10_05   , death & pregnancy are related   
women, mm10_06   , death & pregnancy are related   
women, mm10_07   , death & pregnancy are related   
women, mm10_08   , death & pregnancy are related   
women, mm10_09   , death & pregnancy are related   
women, mm10_10   , death & pregnancy are related   
women, mm10_11   , death & pregnancy are related   
women, mm10_12   , death & pregnancy are related   
women, mm10_13   , death & pregnancy are related   
women, mm10_14   , death & pregnancy are related   
women, mm10_15   , death & pregnancy are related   
women, mm10_16   , death & pregnancy are related   
women, mm10_17   , death & pregnancy are related   
women, mm10_18   , death & pregnancy are related   
women, mm10_19   , death & pregnancy are related   
women, mm10_20   , death & pregnancy are related   
women, mm11_01   , sibling's cause of death    
women, mm11_02   , sibling's cause of death    
women, mm11_03   , sibling's cause of death    
women, mm11_04   , sibling's cause of death    
women, mm11_05   , sibling's cause of death    
women, mm11_06   , sibling's cause of death    
women, mm11_07   , sibling's cause of death    
women, mm11_08   , sibling's cause of death    
women, mm11_09   , sibling's cause of death    
women, mm11_10   , sibling's cause of death    
women, mm11_11   , sibling's cause of death    
women, mm11_12   , sibling's cause of death    
women, mm11_13   , sibling's cause of death    
women, mm11_14   , sibling's cause of death    
women, mm11_15   , sibling's cause of death    
women, mm11_16   , sibling's cause of death    
women, mm11_17   , sibling's cause of death    
women, mm11_18   , sibling's cause of death    
women, mm11_19   , sibling's cause of death    
women, mm11_20   , sibling's cause of death    
women, mm12_01   , time between delivery & death   
women, mm12_02   , time between delivery & death   
women, mm12_03   , time between delivery & death   
women, mm12_04   , time between delivery & death   
women, mm12_05   , time between delivery & death   
women, mm12_06   , time between delivery & death   
women, mm12_07   , time between delivery & death   
women, mm12_08   , time between delivery & death   
women, mm12_09   , time between delivery & death   
women, mm12_10   , time between delivery & death   
women, mm12_11   , time between delivery & death   
women, mm12_12   , time between delivery & death   
women, mm12_13   , time between delivery & death   
women, mm12_14   , time between delivery & death   
women, mm12_15   , time between delivery & death   
women, mm12_16   , time between delivery & death   
women, mm12_17   , time between delivery & death   
women, mm12_18   , time between delivery & death   
women, mm12_19   , time between delivery & death   
women, mm12_20   , time between delivery & death   
women, mm13_01   , place of death  
women, mm13_02   , place of death  
women, mm13_03   , place of death  
women, mm13_04   , place of death  
women, mm13_05   , place of death  
women, mm13_06   , place of death  
women, mm13_07   , place of death  
women, mm13_08   , place of death  
women, mm13_09   , place of death  
women, mm13_10   , place of death  
women, mm13_11   , place of death  
women, mm13_12   , place of death  
women, mm13_13   , place of death  
women, mm13_14   , place of death  
women, mm13_15   , place of death  
women, mm13_16   , place of death  
women, mm13_17   , place of death  
women, mm13_18   , place of death  
women, mm13_19   , place of death  
women, mm13_20   , place of death  
women, mm14_01   , number of sibling's children    
women, mm14_02   , number of sibling's children    
women, mm14_03   , number of sibling's children    
women, mm14_04   , number of sibling's children    
women, mm14_05   , number of sibling's children    
women, mm14_06   , number of sibling's children    
women, mm14_07   , number of sibling's children    
women, mm14_08   , number of sibling's children    
women, mm14_09   , number of sibling's children    
women, mm14_10   , number of sibling's children    
women, mm14_11   , number of sibling's children    
women, mm14_12   , number of sibling's children    
women, mm14_13   , number of sibling's children    
women, mm14_14   , number of sibling's children    
women, mm14_15   , number of sibling's children    
women, mm14_16   , number of sibling's children    
women, mm14_17   , number of sibling's children    
women, mm14_18   , number of sibling's children    
women, mm14_19   , number of sibling's children    
women, mm14_20   , number of sibling's children    
women, mm15_01   , sibling's year of death 
women, mm15_02   , sibling's year of death 
women, mm15_03   , sibling's year of death 
women, mm15_04   , sibling's year of death 
women, mm15_05   , sibling's year of death 
women, mm15_06   , sibling's year of death 
women, mm15_07   , sibling's year of death 
women, mm15_08   , sibling's year of death 
women, mm15_09   , sibling's year of death 
women, mm15_10   , sibling's year of death 
women, mm15_11   , sibling's year of death 
women, mm15_12   , sibling's year of death 
women, mm15_13   , sibling's year of death 
women, mm15_14   , sibling's year of death 
women, mm15_15   , sibling's year of death 
women, mm15_16   , sibling's year of death 
women, mm15_17   , sibling's year of death 
women, mm15_18   , sibling's year of death 
women, mm15_19   , sibling's year of death 
women, mm15_20   , sibling's year of death 
women, mmc1      , number of siblings of resp. 
women, mmc2      , preceeding births before resp.  
women, mmc3      , sister's reporting  
women, mmc4_1    , eligible sisters line numbers   
women, mmc4_2    , eligible sisters line numbers   
women, mmc4_3    , eligible sisters line numbers   
women, mmc4_4    , eligible sisters line numbers   
women, mmc4_5    , eligible sisters line numbers   
women, mmc4_6    , eligible sisters line numbers   
women, mmc5      , cut off age 
women, w100      , time knew husband   
women, w101      , who chose husband   
women, w102      , consent sought from respondent for marriage 
women, w103a     , marriage ceremony: engagement   
women, w103b     , marriage ceremony: religious marriage   
women, w103c     , marriage ceremony: civil marriage   
women, w103d     , marriage ceremony: customary marriage   
women, w103e     , marriage ceremony: cs   
women, w103f     , marriage ceremony: cs   
women, w103g     , marriage ceremony: cs   
women, w103x     , marriage ceremony: other    
women, w103y     , marriage ceremony: no ceremon/ nothing done    
women, w104a     , final say on: work  
women, w104b     , final say on: contraception 
women, w104c     , final say on: cs    
women, w104d     , final say on: cs    
women, w104e     , final say on: cs    
women, w104f     , final say on: cs    
women, w104g     , final say on: cs    
women, w104h     , final say on: cs    
women, w105a     , final say on: schooling (has living children)   
women, w105b     , final say on: medical care for sick child (has living child)    
women, w105c     , final say on: discipline (has living children)  
women, w105d     , final say on: another child (has living children)   
women, w105e     , final say on: cs    
women, w105f     , final say on: cs    
women, w105g     , final say on: cs    
women, w105h     , final say on: cs    
women, w107a     , partner's relatives living with the respondent: father-i-law    
women, w107b     , partner's relatives living with the respondent: mother-i-law    
women, w107c     , partner's relatives living with the respondent: brother-i-la    
women, w107d     , partner's relatives living with the respondent:sister-i-law 
women, w107e     , partner's relatives living with the respondent:wife of b-i-l    
women, w107f     , partner's relatives living with the respondent:husband of s-    
women, w107g     , partner's relatives living with the respondent:cs   
women, w107h     , partner's relatives living with the respondent:cs   
women, w107i     , partner's relatives living with the respondent:cs   
women, w107j     , partner's relatives living with the respondent:cs   
women, w107x     , partner's relatives living with the respondent:other in-laws    
women, w107y     , partner's relatives living with the respondent: no in-laws  
women, w110      , father's highest education  
women, w112      , mother's education  
women, w114      , any family member living with her   
women, w115      , times talked to a family member 
women, w116      , family close enough to visit easily (go & return in 1 day)  
women, w117a     , family support: shelter 
women, w117b     , family support: economic support    
women, w118a     , control over money for: perishable foods (fruits/vegetables)    
women, w118b     , control over money for: clothes 
women, w118c     , control over money for: medicine    
women, w118d     , control over money for: toiletries  
women, w118e     , control over money for: cs staples  
women, w118f     , control over money for: cs  
women, w118g     , control over money for: cs  
women, w118h     , control over money for: cs  
women, w118i     , control over money for: cs  
women, w120      , in last 7 days: number of days hh member went to bed hungry 
women, w121a     , person who went hungry: respondent only 
women, w121b     , person who went hungry: partner 
women, w121c     , person who went hungry: son(s)  
women, w121d     , person who went hungry: daughter(s) 
women, w121e     , person who went hungry: other female relative(s)    
women, w121f     , person who went hungry: other male relative(s)  
women, w121g     , person who went hungry: non-relative(s) 
women, w121y     , person who went hungry: no one  
women, w122a     , asset owned: land   
women, w122b     , asset owned: the dwelling   
women, w122c     , asset owned: other dwelling 
women, w122d     , asset owned: jewerly    
women, w122e     , asset owned: livestock  
women, w122f     , asset owned: cs car or motorbike    
women, w122g     , asset owned: cs 
women, w122h     , asset owned: cs 
women, w122i     , asset owned: cs 
women, w122j     , asset owned: cs 
women, w123a     , can sell without permission: land   
women, w123b     , can sell without permission: the dwelling   
women, w123c     , can sell without permission: other dwelling 
women, w123d     , can sell without permission: jewelry    
women, w123e     , can sell without permission: livestock  
women, w123f     , can sell without permission: cs car or motorbike    
women, w123g     , can sell without permission: cs 
women, w123h     , can sell without permission: cs 
women, w123i     , can sell without permission: cs 
women, w123j     , can sell without permission: cs 
women, w124      , has money for her own use   
women, w125a     , owns a bank account: in own name    
women, w125b     , owns a bank account: joint account  
women, w125y     , owns a bank account: no bank account    
women, w126      , operate her account 
women, w127      , knowledge of loan programs  
women, w128      , given a loan    
women, w129a     , opinion on: family decisions should be made by men  
women, w129b     , opinion on: husband should not help with household chores   
women, w129c     , opinion on: married women should not be allowed to work 
women, w129d     , opinion on: wife does not have the right to express opinion 
women, w129e     , opinion on: wife should tolerate being beaten to keep family    
women, w129f     , opinion on: better to educate son rather than daughter  
women, w129g     , opinion on: cs sex outside marriage acceptable  
women, w129h     , opinion on: cs  
women, w129i     , opinion on: cs  
women, w129j     , opinion on: cs  
women, w130a     , permitted to go to: market  
women, w130b     , permitted to go to: health center   
women, w130c     , permitted to go to: community center    
women, w130d     , permitted to go to: friends 
women, w130e     , permitted to go to: religious places    
women, w130f     , permitted to go: outside the house  
women, w130g     , permitted to go: cs 
women, w130h     , permitted to go: cs 
women, w130i     , permitted to go: cs 
women, w130j     , permitted to go: cs 
women, w130k     , permitted to go: cs 
women, w131a     , kind of association:religious   
women, w131b     , kind of association:social  
women, w131c     , kind of association:women's organization    
women, w131d     , kind of association:labor union 
women, w131e     , kind of association:political   
women, w131f     , kind of association:cs development committee    
women, w131g     , kind of association:cs  
women, w131h     , kind of association:cs  
women, w131x     , kind of association: other organization 
women, w131y     , kind of association: no organization    
women, w132      , votes   
women, w145      , ever met and spoken to current husband before marriage  
women, w146      , dowry or bridewealth given  
women, w147      , promised bridewealth paid   
women, w148a     , given or promised dowry/bridewealth: cash   
women, w148b     , given or promised dowry/bridewealth: fixed property 
women, w148c     , given or promised dowry/bridewealth: furniture  
women, w148d     , given or promised dowry/bridewealth: t/ etc.   
women, w148e     , given or promised dowry/bridewealth: ca/ etc.  
women, w148f     , given or promised dowry/bridewealth: livestock  
women, w148g     , given or promised dowry/bridewealth: cs 
women, w148h     , given or promised dowry/bridewealth: cs 
women, w148i     , given or promised dowry/bridewealth: cs 
women, w148j     , given or promised dowry/bridewealth: cs 
women, w148x     , given or promised dowry/bridewealth: other  
women, d005      , weight for domestic violence respondents (6 decimals)   
women, d101a     , husband jealous if talking with other men   
women, d101b     , husband accuses her of unfaithfulness   
women, d101c     , does not permit her to meet her girl friends    
women, d101d     , husband tries to limit her contact with family  
women, d101e     , husband insists on knowing where she is 
women, d101f     , husband doesn't trust her with money    
women, d101g     , cs control issue    
women, d101h     , cs control issue    
women, d101i     , cs control issue    
women, d101j     , cs control issue    
women, d102      , number of control issues    
women, d103a     , spouse ever humiliated her  
women, d103b     , spouse ever threatened her with harm    
women, d103c     , spouse ever insult or make feel bad 
women, d103d     , cs emotional abuse: ever    
women, d103e     , cs emotional abuse: ever    
women, d103f     , cs emotional abuse: ever    
women, d104      , ever any emotional violence 
women, d105a     , spouse ever pushe/ shook or threw something    
women, d105b     , spouse ever slapped 
women, d105c     , spouse ever punched with fist or something harmful  
women, d105d     , spouse ever kicked or dragged   
women, d105e     , spouse ever tried to strangle or burn   
women, d105f     , spouse ever threatened with knife/gun or other weapon   
women, d105g     , spouse ever attacked with knife/gun or other weapon 
women, d105h     , spouse ever physically forced sex when not wanted   
women, d105i     , spouse ever forced other sexual acts when not wanted    
women, d105j     , spouse ever twisted her arm or pull her hair    
women, d105k     , cs: physical violence   
women, d105l     , cs: physical violence   
women, d105m     , cs: physical violence   
women, d105n     , cs: physical violence   
women, d106      , experienced any less severe violence    
women, d107      , experienced any severe violence 
women, d108      , experienced any sexual violence 
women, d109      , first time it happened  
women, d110a     , ever had bruises because of husband's act   
women, d110b     , ever had injur/ spari/ dislocations or burns  
women, d110c     , ever went to health facility because of husband's act   
women, d110d     , ever had wound/ broken bone/ broken teeth or other serious    
women, d110e     , cs action: because of husband's act 
women, d110f     , cs action: because of husband's act 
women, d110g     , cs action: because of husband's act 
women, d110h     , cs action: because of husband's act 
women, d111      , any results of husbands's actions   
women, d112      , ever phys hurt husband when he was not hurting you  
women, d112a     , how often physically hurt husband in last 12 months 
women, d113      , partner drinks alcohol  
women, d114      , times partner gets drunk    
women, d115b     , ever physically hurt by: mother 
women, d115c     , ever physically hurt by: father 
women, d115d     , ever physically hurt by: daughter   
women, d115e     , ever physically hurt by: son    
women, d115f     , ever physically hurt by: sister 
women, d115g     , ever physically hurt by: other relative: brother    
women, d115h     , ever physically hurt by: other female family    
women, d115i     , ever physically hurt by: other male family  
women, d115j     , ever physically hurt by: former partner 
women, d115k     , ever physically hurt by: current boyfriend  
women, d115l     , ever physically hurt by: former boyfriend   
women, d115m     , ever physically hurt by: step-mother    
women, d115n     , ever physically hurt by: step-father    
women, d115o     , ever physically hurt by: mother-in-law  
women, d115p     , ever physically hurt by: father-in-law  
women, d115q     , ever physically hurt by: other in-law   
women, d115r     , ever physically hurt by: other male in-law  
women, d115s     , ever physically hurt by: female friend  
women, d115t     , ever physically hurt by: male friend    
women, d115u     , ever physically hurt by: neighbor   
women, d115v     , ever physically hurt by: teacher    
women, d115w     , ever physically hurt by: employer   
women, d115x     , ever physically hurt by: other  
women, d115y     , ever physically hurt by: no one other than spouse   
women, d115xa    , ever physically hurt by: stranger   
women, d115xb    , ever physically hurt by: other female in-law    
women, d115xc    , ever physically hurt by: other male in-law  
women, d115xd    , ever physically hurt by: friend 
women, d115xe    , ever physically hurt by: police 
women, d115xf    , ever physically hurt by: religious leader   
women, d115xg    , ever physically hurt by: lawyer 
women, d115xh    , ever physically hurt by: doctor 
women, d115xi    , ever physically hurt by: cs 
women, d115xj    , ever physically hurt by: cs 
women, d115xk    , ever physically hurt by: cs 
women, d116      , person who hurt her most often  
women, d117a     , times hit by other than partner last 12 months  
women, d118a     , hurt during pregnancy by: husband   
women, d118b     , hurt during pregnancy by: mother    
women, d118c     , hurt during pregnancy by: father    
women, d118d     , hurt during pregnancy by: daughter  
women, d118e     , hurt during pregnancy by: son alone 
women, d118f     , hurt during pregnancy by:sister 
women, d118g     , hurt during pregnancy by:other relative brother 
women, d118h     , hurt during pregnancy by: other female family   
women, d118i     , hurt during pregnancy by: other male family 
women, d118j     , hurt during pregnancy by: former partner    
women, d118k     , hurt during pregnancy by: current boyfriend 
women, d118l     , hurt during pregnancy by: former boyfriend  
women, d118m     , hurt during pregnancy by: step-mother   
women, d118n     , hurt during pregnancy by: step-father   
women, d118o     , hurt during pregnancy by: mother-in-law 
women, d118p     , hurt during pregnancy by: father-in-law 
women, d118q     , hurt during pregnancy by: other in-law  
women, d118r     , hurt during pregnancy by: other female/male in-law  
women, d118s     , hurt during pregnancy by: female friend 
women, d118t     , hurt during pregnancy by: male friend   
women, d118u     , hurt during pregnancy by: neighbor  
women, d118v     , hurt during pregnancy by: teacher   
women, d118w     , hurt during pregnancy by: employer  
women, d118x     , hurt during pregnancy by: other person  
women, d118y     , hurt during pregnancy by: no one    
women, d118xa    , hurt during pregnancy by: stranger  
women, d118xb    , hurt during pregnancy by: other female in-law   
women, d118xc    , hurt during pregnancy by: other male in-law 
women, d118xd    , hurt during pregnancy by: friend    
women, d118xe    , hurt during pregnancy by: police    
women, d118xf    , hurt during pregnancy by: religious leader  
women, d118xg    , hurt during pregnancy by: lawyer    
women, d118xh    , hurt during pregnancy by: doctor    
women, d118xi    , hurt during pregnancy by: cs    
women, d118xj    , hurt during pregnancy by: cs    
women, d118xk    , ever physically hurt by: cs 
women, d119a     , sought help from: husband   
women, d119b     , sought help from: mother    
women, d119c     , sought help from: father    
women, d119d     , sought help from: daughter  
women, d119e     , sought help from: son   
women, d119f     , sought help from: sister    
women, d119g     , sought help from: brother   
women, d119h     , sought help from: own family    
women, d119i     , sought help from: husband/partner family    
women, d119j     , sought help from: current/former husband/partner    
women, d119k     , sought help from: current/former boyfriend  
women, d119l     , sought help from: current/former boyfriend alone    
women, d119m     , sought help from: step-mother   
women, d119n     , sought help from: step-father   
women, d119o     , sought help from: mother-in-law 
women, d119p     , sought help from: father-in-law 
women, d119q     , sought help from: other female in-law   
women, d119r     , sought help from: other male in-law 
women, d119s     , sought help from: female friend 
women, d119t     , sought help from: male friend   
women, d119u     , sought help from: neighbor  
women, d119v     , sought help from: teacher   
women, d119w     , sought help from: employer  
women, d119x     , sought help from: other person  
women, d119y     , sought help from: no one    
women, d119xa    , sought help from: stranger  
women, d119xb    , sought help from: social service organization   
women, d119xc    , sought help from: cs    
women, d119xd    , sought help from: friend    
women, d119xe    , sought help from: police    
women, d119xf    , sought help from: religious leader  
women, d119xg    , sought help from: lawyer    
women, d119xh    , sought help from: doctor    
women, d119xi    , sought help from: cs other female relatives 
women, d119xj    , sought help from: cs other male relatives   
women, d119xk    , sought help from: cs    
women, d120      , main reason never sought help   
women, d121      , did her father ever beat her mother 
women, d122a     , interrupted interview because of husband's presence 
women, d122b     , interrupted interview because of other adult male's presence    
women, d122c     , interrupted interview because of adult female's presence    
women, d123      , first intercourse was wanted or forced  
women, d124      , anyone other than partner forced respondent to have sex last    
women, d125      , anyone forced respondent to perform sexual acts 
women, d126      , age at first forced sexual activity 
women, d127      , person who forced respondent to first sexual activity   
women, d128      , have ever told any one else about violence  
women, sdomain   , domain  
women, sregion   , province of residence   
women, sselcdm   , household selected for cause of death module    
women, sselhrm   , household selected for household relations module   
women, swselhrm  , women selected for household relations module   
women, s108      , highest educational level   
women, s109      , highest grade at that level 
women, s232a     , pregnancy ended in an induced abortion  
women, s232b1    , 7 days post-abortion: fever 
women, s232b2    , 7 days post-abortion: bleeding  
women, s232ca    , person(s) initiating abortion   
women, s232cb    , person(s) initiating abortion   
women, s232cc    , person(s) initiating abortion   
women, s232cd    , person(s) initiating abortion   
women, s232ce    , person(s) initiating abortion   
women, s232cf    , person(s) initiating abortion   
women, s232cg    , person(s) initiating abortion   
women, s232ch    , person(s) initiating abortion   
women, s232cx    , person(s) initiating abortion   
women, s232cy    , person(s) initiating abortion   
women, s232d     , place of induced abortion   
women, s232ea    , assitance at time of abortion   
women, s232eb    , assitance at time of abortion   
women, s232ec    , assitance at time of abortion   
women, s232ed    , assitance at time of abortion   
women, s232ee    , assitance at time of abortion   
women, s232ef    , assitance at time of abortion   
women, s232eg    , assitance at time of abortion   
women, s232eh    , assitance at time of abortion   
