"IndicatorId","Label","MeasurementType","Denominator"
"FG_OFCR_M_REQ","Men's opinion that religion requires female circumcision","Percent","Men who have heard of female circumcision"
"FG_OFCR_M_NRQ","Men's opinion that religion does not requires female circumcision","Percent","Men who have heard of female circumcision"
"FG_OFCR_M_DKM","Men that don't know if religion requires female circumcision","Percent","Men who have heard of female circumcision"
"FG_OFCR_M_TOT","Men: Total","Percent","Men who have heard of female circumcision"
"FG_OFCR_M_NUM","Number of men who have heard of female circumcision","Number","Men who have heard of female circumcision"
"FG_OFCR_M_UNW","Number of men who have heard of female circumcision (unweighted)","Number","Men who have heard of female circumcision"
"FG_OFCC_W_CNT","Women who believe that female circumcision should be continued","Percent","Women who have heard of female circumcision"
"FG_OFCC_W_NCN","Women who believe that female circumcision should not be continued","Percent","Women who have heard of female circumcision"
"FG_OFCC_W_DKM","Women who do not know whether female circumcision should be continued","Percent","Women who have heard of female circumcision"
"FG_OFCC_W_TOT","Women: Total","Percent","Women who have heard of female circumcision"
"FG_OFCC_W_NUM","Number of women who have heard of female circumcision","Number","Women who have heard of female circumcision"
"FG_OFCC_W_UNW","Number of women who have heard of female circumcision (unweighted)","Number","Women who have heard of female circumcision"
"FG_OFCC_M_CNT","Men who believe that female circumcision should be continued","Percent","Men who have heard of female circumcision"
"FG_OFCC_M_NCN","Men who believe that female circumcision should not be continued","Percent","Men who have heard of female circumcision"
"FG_OFCC_M_DKM","Men who do not know whether female circumcision should be continued","Percent","Men who have heard of female circumcision"
"FG_OFCC_M_TOT","Men: Total","Percent","Men who have heard of female circumcision"
"FG_OFCC_M_NUM","Number of men who have heard of female circumcision","Number","Men who have heard of female circumcision"
"FG_OFCC_M_UNW","Number of men who have heard of female circumcision (unweighted)","Number","Men who have heard of female circumcision"
"DV_EXPV_W_EVR","Ever experienced physical violence since age 15","Percent","Women interviewed"
"DV_EXPV_W_12O","Physical violence in the past 12 months often","Percent","Women interviewed"
"DV_EXPV_W_12S","Physical violence in the past 12 months sometimes","Percent","Women interviewed"
"DV_EXPV_W_12M","Physical violence in the past 12 months often or sometimes","Percent","Women interviewed"
"DV_EXPV_W_NUM","Number of women","Number","Women interviewed"
"DV_EXPV_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"DV_PCPV_W_CHP","Physical violence committed by current husband/partner","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_FHP","Physical violence committed by former husband/partner","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_CBF","Physical violence committed by current boyfriend ","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_FBF","Physical violence committed by former boyfriend","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_FTH","Physical violence committed by father/step-father","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_MTH","Physical violence committed by mother/step-mother","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_SIB","Physical violence committed by sister/brother","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_CHD","Physical violence committed by daughter/son","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_REL","Physical violence committed by other relative","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_MLW","Physical violence committed by mother-in-law","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_FLW","Physical violence committed by father-in-law","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_OLW","Physical violence committed by other in-law","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_TCH","Physical violence committed by teacher","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_EMP","Physical violence committed by employer/someone at work","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_POL","Physical violence committed by police/soldier","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_OTH","Physical violence committed by other","Percent","Women who have experienced physical violence since age 15"
"DV_PCPV_W_NUM","Number of women who have experienced physical violence since age 15","Number","Women who have experienced physical violence since age 15"
"DV_PCPV_W_UNW","Number of women who have experienced physical violence since age 15 (unweighted)","Number","Women who have experienced physical violence since age 15"
"DV_EXSV_W_EVR","Women who ever experienced sexual violence","Percent","Women interviewed"
"DV_EXSV_W_12M","Women who experienced sexual violence in past 12 months","Percent","Women interviewed"
"DV_EXSV_W_NUM","Number of women","Number","Women interviewed"
"DV_EXSV_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"DV_PCSV_W_CHP","Sexual violence committed by current husband/partner","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_FHP","Sexual violence committed by former husband/partner","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_BFR","Sexual violence committed by current/former boyfriend ","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_FTH","Sexual violence committed by father/step-father","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_BRH","Sexual violence committed by brother/step-brother","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_REL","Sexual violence committed by other relative","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_ILW","Sexual violence committed by in-law","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_OFR","Sexual violence committed by own friend/acquaintance","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_FFR","Sexual violence committed by family friend","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_TCH","Sexual violence committed by teacher","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_EMP","Sexual violence committed by employer/someone at work","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_POL","Sexual violence committed by police/soldier","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_RLG","Sexual violence committed by priest/religious leader","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_STR","Sexual violence committed by stranger","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_OTH","Sexual violence committed by other","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_DKM","Unknown or missing information for person committing sexual violence","Percent","Women who have experienced sexual violence"
"DV_PCSV_W_NUM","Number of women who have experienced sexual violence","Number","Women who have experienced sexual violence"
"DV_PCSV_W_UNW","Number of women who have experienced sexual violence (unweighted)","Number","Women who have experienced sexual violence"
"DV_AFSV_W_A10","Sexual violence before exact age 10","Percent","Women who have experienced sexual violence"
"DV_AFSV_W_A12","Sexual violence before exact age 12","Percent","Women who have experienced sexual violence"
"DV_AFSV_W_A15","Sexual violence before exact age 15","Percent","Women who have experienced sexual violence"
"DV_AFSV_W_A18","Sexual violence before exact age 18","Percent","Women who have experienced sexual violence"
"DV_AFSV_W_A22","Sexual violence before exact age 22","Percent","Women who have experienced sexual violence"
"DV_AFSV_W_NON","Never experienced sexual violence","Percent","Women who have experienced sexual violence"
"DV_AFSV_W_NUM","Number of women ","Number","Women who have experienced sexual violence"
"DV_AFSV_W_UNW","Number of women (unweighted)","Number","Women who have experienced sexual violence"
"DV_FMVL_W_PHS","Women who experienced physical violence only","Percent","Women interviewed"
"DV_FMVL_W_SEX","Women who experienced sexual violence only","Percent","Women interviewed"
"DV_FMVL_W_PAS","Women who experienced physical and sexual violence","Percent","Women interviewed"
"DV_FMVL_W_POS","Women who experienced physical or sexual violence","Percent","Women interviewed"
"DV_FMVL_W_NUM","Number of women ","Number","Women interviewed"
"DV_FMVL_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"DV_VPRG_W_VPG","Women who experienced violence during pregnancy","Percent","Women who have ever been pregnant"
"DV_VPRG_W_NUM","Women who have ever been pregnant","Number","Women who have ever been pregnant"
"DV_VPRG_W_UNW","Women who have ever been pregnant","Number","Women who have ever been pregnant"
"DV_MCTL_W_JLS","Women whose husband/partner is jealous or angry if she talks to other men","Percent","Ever-married women"
"DV_MCTL_W_ACC","Women whose husband/partner frequently accuses her of being unfaithful","Percent","Ever-married women"
"DV_MCTL_W_FFR","Women whose husband/partner does not permit her to meet her female friends ","Percent","Ever-married women"
"DV_MCTL_W_FAM","Women whose husband/partner tries to limit her contact with her family ","Percent","Ever-married women"
"DV_MCTL_W_WHR","Women whose husband/partner insists on knowing where she is at all times","Percent","Ever-married women"
"DV_MCTL_W_MON","Women whose husband/partner does not trust her with any money","Percent","Ever-married women"
"DV_MCTL_W_3BH","Women whose husband/partner displays 3 or more of the specific behaviors","Percent","Ever-married women"
"DV_MCTL_W_NON","Women whose husband/partner displays none of the specific behaviors","Percent","Ever-married women"
"DV_MCTL_W_NUM","Number of ever-married women","Number","Ever-married women"
"DV_MCTL_W_UNW","Number of ever-married women (unweighted)","Number","Ever-married women"
"DV_FSVL_W_PHS","Spousal violence: Any physical violence","Percent","Ever-married women"
"DV_FSVL_W_PSH","Spousal violence: Pushed her, shook her, or threw something at her","Percent","Ever-married women"
"DV_FSVL_W_SLP","Spousal violence: Slapped her","Percent","Ever-married women"
"DV_FSVL_W_TWS","Spousal violence: Twisted her arm or pulled her hair","Percent","Ever-married women"
"DV_FSVL_W_PCH","Spousal violence: Punched her with his fist or with something that could hurt her","Percent","Ever-married women"
"DV_FSVL_W_KIK","Spousal violence: Kicked her, dragged her, or beat her up","Percent","Ever-married women"
"DV_FSVL_W_CHK","Spousal violence: Tried to choke her or burn her on purpose","Percent","Ever-married women"
"DV_FSVL_W_KNF","Spousal violence: Threatened or attacked her with a knife, gun, or other weapon","Percent","Ever-married women"
"DV_FSVL_W_SEX","Spousal violence: Any sexual violence","Percent","Ever-married women"
"DV_FSVL_W_FRC","Spousal violence: Physically forced her to have sexual intercourse with him when she did not want to","Percent","Ever-married women"
"DV_FSVL_W_ACT","Spousal violence: Physically forced her to perform any other sexual acts she did not want to","Percent","Ever-married women"
"DV_FSVL_W_SXO","Spousal violence: Forced her with threats or in any other way to perform sexual acts she did not want to","Percent","Ever-married women"
"DV_FSVL_W_EMT","Spousal violence: Any emotional violence","Percent","Ever-married women"
"DV_FSVL_W_HUM","Spousal violence: Said or did something to humiliate her in front of others","Percent","Ever-married women"
"DV_FSVL_W_HRT","Spousal violence: Threatened to hurt or harm her or someone she cared about","Percent","Ever-married women"
"DV_FSVL_W_BAD","Spousal violence: Insulted her or made her feel bad about herself","Percent","Ever-married women"
"DV_FSVL_W_POS","Spousal violence: Any form of physical and/or sexual violence","Percent","Ever-married women"
"DV_FSVL_W_ANY","Spousal violence: Any form of emotional and/or physical and/or sexual violence","Percent","Ever-married women"
"DV_FSVL_W_PPH","Spousal violence: Physical violence committed by any husband/partner","Percent","Ever-married women"
"DV_FSVL_W_PSX","Spousal violence: Sexual violence committed by any husband/partner","Percent","Ever-married women"
"DV_FSVL_W_PPS","Spousal violence: Physical and/or sexual violence committed by any husband/partner","Percent","Ever-married women"
"DV_FSVL_W_NUM","Number of ever-married women","Number","Ever-married women"
"DV_FSVL_W_UNW","Number of ever-married women (unweighted)","Number","Ever-married women"
"DV_SPVL_W_EMT","Emotional violence committed by husband/partner","Percent","Ever-married women"
"DV_SPVL_W_PHS","Physical violence committed by husband/partner","Percent","Ever-married women"
"DV_SPVL_W_SEX","Sexual violence committed by husband/partner","Percent","Ever-married women"
"DV_SPVL_W_PAS","Physical and sexual violence committed by husband/partner","Percent","Ever-married women"
"DV_SPVL_W_ALL","Physical and sexual and emotional violence committed by husband/partner","Percent","Ever-married women"
"DV_SPVL_W_POS","Physical or sexual violence committed by husband/partner","Percent","Ever-married women"
"DV_SPVL_W_ANY","Physical or sexual or emotional violence committed by husband/partner","Percent","Ever-married women"
"DV_SPVL_W_NUM","Number of ever-married women","Number","Ever-married women"
"DV_SPVL_W_UNW","Number of ever-married women (unweighted)","Number","Ever-married women"
"DV_SPV1_W_EMT","Emotional violence committed by husband/partner in last 12 months","Percent","Ever-married women"
"DV_SPV1_W_PHS","Physical violence committed by husband/partner in last 12 months","Percent","Ever-married women"
"DV_SPV1_W_SEX","Sexual violence committed by husband/partner in last 12 months","Percent","Ever-married women"
"DV_SPV1_W_PAS","Physical and sexual violence committed by husband/partner in last 12 months","Percent","Ever-married women"
"DV_SPV1_W_ALL","Physical and sexual and emotional violence committed by husband/partner in last 12 months","Percent","Ever-married women"
"DV_SPV1_W_POS","Physical or sexual violence committed by husband/partner in last 12 months","Percent","Ever-married women"
"DV_SPV1_W_ANY","Physical or sexual or emotional violence committed by husband/partner in last 12 months","Percent","Ever-married women"
"DV_SPV1_W_NUM","Number of ever-married women","Number","Ever-married women"
"DV_SPV1_W_UNW","Number of ever-married women (unweighted)","Number","Ever-married women"
"DV_SPVM_W_BEF","Spousal violence before marriage","Percent","Currently married women age 15-49 who have been married only once"
"DV_SPVM_W_M2Y","Spousal violence within 2 years of marriage","Percent","Currently married women age 15-49 who have been married only once"
"DV_SPVM_W_M5Y","Spousal violence within 5 years of marriage","Percent","Currently married women age 15-49 who have been married only once"
"DV_SPVM_W_M10","Spousal violence within 10 years of marriage","Percent","Currently married women age 15-49 who have been married only once"
"DV_SPVM_W_NON","Spousal violence not experienced","Percent","Currently married women age 15-49 who have been married only once"
"DV_SPVM_W_NUM","Number of currently married women age 15-49 who have been married only once","Number","Currently married women age 15-49 who have been married only once"
"DV_SPVM_W_UNW","Number of currently married women age 15-49 who have been married only once (unweighted)","Number","Currently married women age 15-49 who have been married only once"
"DV_INJR_W_CUT","Cuts, bruises or aches resulting from spousal violence","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_INJR_W_INJ","Eye injuries, sprains, dislocations, or burns resulting from spousal violence","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_INJR_W_WND","Deep wounds, broken bones, broken teeth, or any other serious injury resulting from spousal violence","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_INJR_W_ANY","Any of these injuries resulting from spousal violence","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_INJR_W_NUM","Number of ever-married women who have ever experienced any physical or sexual violence","Number","Ever-married women who have ever experienced any physical or sexual violence"
"DV_INJR_W_UNW","Number of ever-married women who have ever experienced any physical or sexual violence (weighted)","Number","Ever-married women who have ever experienced any physical or sexual violence"
"DV_VIOW_W_EVR","Committed physical violence against their husband/partner ever","Percent","Ever-married women"
"DV_VIOW_W_12M","Committed physical violence against their husband/partner in past 12 months","Percent","Ever-married women"
"DV_VIOW_W_NUM","Number of ever-married women","Number","Ever-married women"
"DV_VIOW_W_UNW","Number of ever-married women (unweighted)","Number","Ever-married women"
"DV_STPV_W_HLP","Sought help to stop violence","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPV_W_TLD","Never sought help to stop violence, but told someone","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPV_W_NTL","Never sought help to stop violence, and never told anyone","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPV_W_DKM","don't know or missing of ever seeking help to stop violence","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPV_W_TOT","Help seeking to stop violence: Total","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPV_W_NUM","Number of ever-married women who have ever experienced any physical or sexual violence","Number","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPV_W_UNW","Number of ever-married women who have ever experienced any physical or sexual violence (unweighted)","Number","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_FAM","Sought help to stop violence from own family","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_HFM","Sought help to stop violence from husband/partner's family","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_HSB","Sought help to stop violence from husband/partner ","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_BFR","Sought help to stop violence from boyfriend","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_FRD","Sought help to stop violence from friend","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_NEI","Sought help to stop violence from neighbor","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_RLG","Sought help to stop violence from religious leader","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_DRM","Sought help to stop violence from doctor/medical personnel","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_POL","Sought help to stop violence from police","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_LWY","Sought help to stop violence from lawyer","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_SWO","Sought help to stop violence from social work organization","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_OTH","Sought help to stop violence from other","Percent","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_NUM","Number of women who have experienced violence and sought help","Number","Ever-married women who have ever experienced any physical or sexual violence"
"DV_STPS_W_UNW","Number of women who have experienced violence and sought help (unweighted)","Number","Ever-married women who have ever experienced any physical or sexual violence"
"CP_BREG_C_CRT","Children who had a birth certificate","Percent","De jure children under age five"
"CP_BREG_C_NCT","Children who did not have a birth certificate but were registered","Percent","De jure children under age five"
"CP_BREG_C_REG","Children registered","Percent","De jure children under age five"
"CP_BREG_C_NUM","Number of children under 5","Number","De jure children under age five"
"CP_BREG_C_UNW","Number of children under 5 (unweighted)","Number","De jure children under age five"
"CP_CDIS_C_NON","Children 2-14 who experienced only non-violent discipline","Percent","Children age 2-14"
"CP_CDIS_C_PSY","Children 2-14 who experienced psychological aggression","Percent","Children age 2-14"
"CP_CDIS_C_PHY","Children 2-14 who experienced any physical punishment","Percent","Children age 2-14"
"CP_CDIS_C_SVP","Children 2-14 who experienced severe physical punishment","Percent","Children age 2-14"
"CP_CDIS_C_ANY","Children 2-14 who experienced any violent discipline method","Percent","Children age 2-14"
"CP_CDIS_C_NUM","Number of children age 2-14 years","Number","Children age 2-14"
"CP_CDIS_C_UNW","Number of children age 2-14 years (unweighted)","Number","Children age 2-14"
"CP_CDIS_C_PUN","Respondent believes that the child needs to be physically punished","Percent","Persons interviewed"
"CP_CDIS_C_NM1","Number of respondents to the child discipline module","Number","Persons interviewed"
"CP_CDIS_C_UN1","Number of respondents to the child discipline module (unweighted)","Number","Persons interviewed"
"CP_CLBC_C_PWK","Children age 5-11 involved in paid work outside household","Percent","Children age 5-11"
"CP_CLBC_C_UWK","Children age 5-11 involved in unpaid work outside household","Percent","Children age 5-11"
"CP_CLBC_C_FAM","Children age 5-11 involved in working for family business","Percent","Children age 5-11"
"CP_CLBC_C_ECA","Children age 5-11 involved in economic activity for at least one hour","Percent","Children age 5-11"
"CP_CLBC_C_CHR","Children age 5-11 involved in household chores less than 28 hours","Percent","Children age 5-11"
"CP_CLBC_C_CHM","Children age 5-11 involved in household chores for 28 hours or more","Percent","Children age 5-11"
"CP_CLBC_C_CHL","Children age 5-11 involved in child labor","Percent","Children age 5-11"
"CP_CLBC_C_NUM","Number of children age 5-11","Number","Children age 5-11"
"CP_CLBC_C_UNW","Number of children age 5-11 (unweighted)","Number","Children age 5-11"
"CP_CLBY_C_PWK","Children age 12-14 involved in paid work outside household","Percent","Children age 12-14"
"CP_CLBY_C_UWK","Children age 12-14 involved in unpaid work outside household","Percent","Children age 12-14"
"CP_CLBY_C_FAM","Children age 12-14 involved in working for family business","Percent","Children age 12-14"
"CP_CLBY_C_ECL","Children age 12-14 involved in economic activity less than 14 hours","Percent","Children age 12-14"
"CP_CLBY_C_ECM","Children age 12-14 involved in economic activity for 14 hours or more","Percent","Children age 12-14"
"CP_CLBY_C_CHR","Children age 12-14 involved in household chores less than 28 hours","Percent","Children age 12-14"
"CP_CLBY_C_CHM","Children age 12-14 involved in household chores for 28 hours or more","Percent","Children age 12-14"
"CP_CLBY_C_CHL","Children age 12-14 involved in child labor","Percent","Children age 12-14"
"CP_CLBY_C_NUM","Number of children age 12-14","Number","Children age 12-14"
"CP_CLBY_C_UNW","Number of children age 12-14 (unweighted)","Number","Children age 12-14"
"CP_CLAB_C_CHL","Children age 5-14 involved in child labor","Percent","Children age 5-14"
"CP_CLAB_C_NUM","Number of children age 5-14","Number","Children age 5-14"
"CP_CLAB_C_UNW","Number of children age 5-14 (unweighted)","Number","Children age 5-14"
"CP_CLBS_C_LAB","Children age 5-14 involved in child labor","Percent","Children age 5-14"
"CP_CLBS_C_SCH","Children age 5-14 attending school","Percent","Children age 5-14"
"CP_CLBS_C_NM1","Number of children age 5-14","Number","Children age 5-14"
"CP_CLBS_C_UN1","Number of children age 5-14 (unweighted)","Number","Children age 5-14"
"CP_CLBS_C_LBS","Child laborers age 5-14 who are attending school","Percent","Children age 5-14 involved in child labour"
"CP_CLBS_C_NM2","Number of children age 5-14 involved in child labor","Number","Children age 5-14 involved in child labour"
"CP_CLBS_C_UN2","Number of children age 5-14 involved in child labor (unweighted)","Number","Children age 5-14 involved in child labour"
"CP_CLBS_C_SLB","Children age 5-14 attending school who are involved in child labour","Percent","Children age 5-14 attending school"
"CP_CLBS_C_NM3","Number of children age 5-14 attending school","Number","Children age 5-14 attending school"
"CP_CLBS_C_UN3","Number of children age 5-14 attending school (unweighted)","Number","Children age 5-14 attending school"
"ED_SCHA_C_SCD","Current school attendance rate of orphans aged 10-14","Percent","De jure children 10-14 years of age with both parents deceased"
"ED_SCHA_C_NMD","Number of children with both parents deceased","Number","De jure children 10-14 years of age with both parents deceased"
"ED_SCHA_C_UND","Number of children with both parents deceased (unweighted)","Number","De jure children 10-14 years of age with both parents deceased"
"ED_SCHA_C_SCA","Current school attendance rate of children aged 10-14 both of whose parents are alive and who live with at least one parent","Percent","De jure children 10-14 years of age with both parents alive and living with at least one parent"
"ED_SCHA_C_NMA","Number of children with both parents alive and living with at least one parent","Number","De jure children 10-14 years of age with both parents alive and living with at least one parent"
"ED_SCHA_C_UNA","Number of children with both parents alive and living with at least one parent (unweighted)","Number","De jure children 10-14 years of age with both parents alive and living with at least one parent"
"ED_SCHA_C_SCR","Ratio of orphans to non-orphans who are in school - mother, father or both dead","Ratio","Percentage attending school of children with both parents alive and living with at least one parent"
"ED_EDAT_W_NED","Female population age 6 and over with no education","Percent","De facto female household population age six and over"
"ED_EDAT_W_SPR","Female population age 6 and over with some primary education","Percent","De facto female household population age six and over"
"ED_EDAT_W_CPR","Female population age 6 and over with completed primary education","Percent","De facto female household population age six and over"
"ED_EDAT_W_SSC","Female population age 6 and over with some secondary education","Percent","De facto female household population age six and over"
"ED_EDAT_W_CSC","Female population age 6 and over with completed secondary education","Percent","De facto female household population age six and over"
"ED_EDAT_W_HGH","Female population age 6 and over who attended higher education","Percent","De facto female household population age six and over"
"ED_EDAT_W_DKM","Female population age 6 and over with don't know or missing information on level of education","Percent","De facto female household population age six and over"
"ED_EDAT_W_TOT","Female population age 6 and over: Total","Percent","De facto female household population age six and over"
"ED_EDAT_W_PRI","Female population age 6 and over who attended primary education","Percent","De facto female household population age six and over"
"ED_EDAT_W_SEC","Female population age 6 and over who attended secondary education","Percent","De facto female household population age six and over"
"ED_EDAT_W_NUM","Number of female household members age 6 and over","Number","De facto female household population age six and over"
"ED_EDAT_W_UNW","Number of female household members age 6 and over (unweighted)","Number","De facto female household population age six and over"
"ED_EDAT_W_MYR","Median number of years of education: Female","Median","De facto female household population age six and over"
"ED_EDAT_M_NED","Male population age 6 and over with no education","Percent","De facto male household population age six and over"
"ED_EDAT_M_SPR","Male population age 6 and over with some primary education","Percent","De facto male household population age six and over"
"ED_EDAT_M_CPR","Male population age 6 and over with completed primary education","Percent","De facto male household population age six and over"
"ED_EDAT_M_SSC","Male population age 6 and over with some secondary education","Percent","De facto male household population age six and over"
"ED_EDAT_M_CSC","Male population age 6 and over with completed secondary education","Percent","De facto male household population age six and over"
"ED_EDAT_M_HGH","Male population age 6 and over who attended higher education","Percent","De facto male household population age six and over"
"ED_EDAT_M_DKM","Male population age 6 and over with don't know or missing information on level of education","Percent","De facto male household population age six and over"
"ED_EDAT_M_TOT","Male population age 6 and over: Total","Percent","De facto male household population age six and over"
"ED_EDAT_M_PRI","Male population age 6 and over who attended primary education","Percent","De facto male household population age six and over"
"ED_EDAT_M_SEC","Male population age 6 and over who attended secondary education","Percent","De facto male household population age six and over"
"ED_EDAT_M_NUM","Number of male household members age 6 and over","Number","De facto male household population age six and over"
"ED_EDAT_M_UNW","Number of male household members age 6 and over (unweighted)","Number","De facto male household population age six and over"
"ED_EDAT_M_MYR","Median number of years of education: Male","Median","De facto male household population age six and over"
"ED_EDAT_B_NED","Population age 6 and over with no education","Percent","De facto household population age six and over"
"ED_EDAT_B_SPR","Population age 6 and over with some primary education","Percent","De facto household population age six and over"
"ED_EDAT_B_CPR","Population age 6 and over with completed primary education","Percent","De facto household population age six and over"
"ED_EDAT_B_SSC","Population age 6 and over with some secondary education","Percent","De facto household population age six and over"
"ED_EDAT_B_CSC","Population age 6 and over with completed secondary education","Percent","De facto household population age six and over"
"ED_EDAT_B_HGH","Population age 6 and over who attended higher education","Percent","De facto household population age six and over"
"ED_EDAT_B_DKM","Population age 6 and over with don't know or missing information on level of education","Percent","De facto household population age six and over"
"ED_EDAT_B_TOT","Population age 6 and over: Total","Percent","De facto household population age six and over"
"ED_EDAT_B_PRI","Population age 6 and over who attended primary education","Percent","De facto household population age six and over"
"ED_EDAT_B_SEC","Population age 6 and over who attended secondary education","Percent","De facto household population age six and over"
"ED_EDAT_B_NUM","Number of household members age 6 and over","Number","De facto household population age six and over"
"ED_EDAT_B_UNW","Number of household members age 6 and over (unweighted)","Number","De facto household population age six and over"
"ED_EDAT_B_MYR","Median number of years of education: Both sexes","Median","De facto household population age six and over"
"ED_NARP_W_FEM","Net primary school attendance rate: Female","Percent","De facto female household population of primary school age"
"ED_NARP_M_MAL","Net primary school attendance rate: Male","Percent","De facto male household population of primary school age"
"ED_NARP_B_BTH","Net primary school attendance rate: Total","Percent","De facto household population of primary school age"
"ED_NARP_B_GPI","Gender parity index for net primary school attendance","Ratio","Primary school female net attendance ratio"
"ED_GARP_W_FEM","Gross primary school attendance rate: Female","Percent","De facto female household population"
"ED_GARP_M_MAL","Gross primary school attendance rate: Male","Percent","De facto male household population"
"ED_GARP_B_BTH","Gross primary school attendance rate: Total","Percent","De facto household population"
"ED_GARP_B_GPI","Gross parity index for gross primary school attendance","Ratio","Primary school female gross attendance ratio"
"ED_NARS_W_FEM","Net secondary school attendance rate: Female","Percent","De facto female household population of secondary school age"
"ED_NARS_M_MAL","Net secondary school attendance rate: Male","Percent","De facto male household population of secondary school age"
"ED_NARS_B_BTH","Net secondary school attendance rate: Total","Percent","De facto household population of secondary school age"
"ED_NARS_B_GPI","Gender parity index for net secondary school attendance","Ratio","Secondary school female net attendance ratio"
"ED_GARS_W_FEM","Gross secondary school attendance rate: Female","Percent","De facto female household population"
"ED_GARS_M_MAL","Gross secondary school attendance rate: Male","Percent","De facto male household population"
"ED_GARS_B_BTH","Gross secondary school attendance rate: Total","Percent","De facto household population"
"ED_GARS_B_GPI","Gross parity index for gross secondary school attendance","Ratio","Secondary school female gross attendance ratio"
"ED_EDUC_W_NED","Women with no education","Percent","Women interviewed"
"ED_EDUC_W_SPR","Women with some primary education","Percent","Women interviewed"
"ED_EDUC_W_CPR","Women with completed primary education","Percent","Women interviewed"
"ED_EDUC_W_SSC","Women with some secondary education","Percent","Women interviewed"
"ED_EDUC_W_CSC","Women with completed secondary education","Percent","Women interviewed"
"ED_EDUC_W_HGH","Women with more than secondary education","Percent","Women interviewed"
"ED_EDUC_W_DKM","Women with don't know or missing information on level of education","Percent","Women interviewed"
"ED_EDUC_W_TOT","Women: Total","Percent","Women interviewed"
"ED_EDUC_W_PRI","Women with primary education","Percent","Women interviewed"
"ED_EDUC_W_SEH","Women with secondary or higher education","Percent","Women interviewed"
"ED_EDUC_W_MYR","Median years of education completed [Women]","Median","Women interviewed"
"ED_EDUC_W_NUM","Number of women","Number","Women interviewed"
"ED_EDUC_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"ED_EDUC_M_NED","Men with no education","Percent","Men interviewed"
"ED_EDUC_M_SPR","Men with some primary education","Percent","Men interviewed"
