NAME      , LABEL
mm10_01   , death & pregnancy are related   
mm10_02   , death & pregnancy are related   
mm10_03   , death & pregnancy are related   
mm10_04   , death & pregnancy are related   
mm10_05   , death & pregnancy are related   
mm10_06   , death & pregnancy are related   
mm10_07   , death & pregnancy are related   
mm10_08   , death & pregnancy are related   
mm10_09   , death & pregnancy are related   
mm10_10   , death & pregnancy are related   
mm10_11   , death & pregnancy are related   
mm10_12   , death & pregnancy are related   
mm10_13   , death & pregnancy are related   
mm10_14   , death & pregnancy are related   
mm10_15   , death & pregnancy are related   
mm10_16   , death & pregnancy are related   
mm10_17   , death & pregnancy are related   
mm10_18   , death & pregnancy are related   
mm10_19   , death & pregnancy are related   
mm10_20   , death & pregnancy are related   
mm11_01   , sibling's cause of death    
mm11_02   , sibling's cause of death    
mm11_03   , sibling's cause of death    
mm11_04   , sibling's cause of death    
mm11_05   , sibling's cause of death    
mm11_06   , sibling's cause of death    
mm11_07   , sibling's cause of death    
mm11_08   , sibling's cause of death    
mm11_09   , sibling's cause of death    
mm11_10   , sibling's cause of death    
mm11_11   , sibling's cause of death    
mm11_12   , sibling's cause of death    
mm11_13   , sibling's cause of death    
mm11_14   , sibling's cause of death    
mm11_15   , sibling's cause of death    
mm11_16   , sibling's cause of death    
mm11_17   , sibling's cause of death    
mm11_18   , sibling's cause of death    
mm11_19   , sibling's cause of death    
mm11_20   , sibling's cause of death    
mm12_01   , time between delivery & death   
mm12_02   , time between delivery & death   
mm12_03   , time between delivery & death   
mm12_04   , time between delivery & death   
mm12_05   , time between delivery & death   
mm12_06   , time between delivery & death   
mm12_07   , time between delivery & death   
mm12_08   , time between delivery & death   
mm12_09   , time between delivery & death   
mm12_10   , time between delivery & death   
mm12_11   , time between delivery & death   
mm12_12   , time between delivery & death   
mm12_13   , time between delivery & death   
mm12_14   , time between delivery & death   
mm12_15   , time between delivery & death   
mm12_16   , time between delivery & death   
mm12_17   , time between delivery & death   
mm12_18   , time between delivery & death   
mm12_19   , time between delivery & death   
mm12_20   , time between delivery & death   
mm13_01   , place of death  
mm13_02   , place of death  
mm13_03   , place of death  
mm13_04   , place of death  
mm13_05   , place of death  
mm13_06   , place of death  
mm13_07   , place of death  
mm13_08   , place of death  
mm13_09   , place of death  
mm13_10   , place of death  
mm13_11   , place of death  
mm13_12   , place of death  
mm13_13   , place of death  
mm13_14   , place of death  
mm13_15   , place of death  
mm13_16   , place of death  
mm13_17   , place of death  
mm13_18   , place of death  
mm13_19   , place of death  
mm13_20   , place of death  
mm14_01   , number of sibling's children    
mm14_02   , number of sibling's children    
mm14_03   , number of sibling's children    
mm14_04   , number of sibling's children    
mm14_05   , number of sibling's children    
mm14_06   , number of sibling's children    
mm14_07   , number of sibling's children    
mm14_08   , number of sibling's children    
mm14_09   , number of sibling's children    
mm14_10   , number of sibling's children    
mm14_11   , number of sibling's children    
mm14_12   , number of sibling's children    
mm14_13   , number of sibling's children    
mm14_14   , number of sibling's children    
mm14_15   , number of sibling's children    
mm14_16   , number of sibling's children    
mm14_17   , number of sibling's children    
mm14_18   , number of sibling's children    
mm14_19   , number of sibling's children    
mm14_20   , number of sibling's children    
mm15_01   , sibling's year of death 
mm15_02   , sibling's year of death 
mm15_03   , sibling's year of death 
mm15_04   , sibling's year of death 
mm15_05   , sibling's year of death 
mm15_06   , sibling's year of death 
mm15_07   , sibling's year of death 
mm15_08   , sibling's year of death 
mm15_09   , sibling's year of death 
mm15_10   , sibling's year of death 
mm15_11   , sibling's year of death 
mm15_12   , sibling's year of death 
mm15_13   , sibling's year of death 
mm15_14   , sibling's year of death 
mm15_15   , sibling's year of death 
mm15_16   , sibling's year of death 
mm15_17   , sibling's year of death 
mm15_18   , sibling's year of death 
mm15_19   , sibling's year of death 
mm15_20   , sibling's year of death 
mmc1      , number of siblings of resp. 
mmc2      , preceeding births before resp.  
mmc3      , sister's reporting  
mmc4_1    , eligible sisters line numbers   
mmc4_2    , eligible sisters line numbers   
mmc4_3    , eligible sisters line numbers   
mmc4_4    , eligible sisters line numbers   
mmc4_5    , eligible sisters line numbers   
mmc4_6    , eligible sisters line numbers   
mmc5      , cut off age 
w100      , time knew husband   
w101      , who chose husband   
w102      , consent sought from respondent for marriage 
w103a     , marriage ceremony: engagement   
w103b     , marriage ceremony: religious marriage   
w103c     , marriage ceremony: civil marriage   
w103d     , marriage ceremony: customary marriage   
w103e     , marriage ceremony: cs   
w103f     , marriage ceremony: cs   
w103g     , marriage ceremony: cs   
w103x     , marriage ceremony: other    
w103y     , marriage ceremony: no ceremon/ nothing done    
w104a     , final say on: work  
w104b     , final say on: contraception 
w104c     , final say on: cs    
w104d     , final say on: cs    
w104e     , final say on: cs    
w104f     , final say on: cs    
w104g     , final say on: cs    
w104h     , final say on: cs    
w105a     , final say on: schooling (has living children)   
w105b     , final say on: medical care for sick child (has living child)    
w105c     , final say on: discipline (has living children)  
w105d     , final say on: another child (has living children)   
w105e     , final say on: cs    
w105f     , final say on: cs    
w105g     , final say on: cs    
w105h     , final say on: cs    
w107a     , partner's relatives living with the respondent: father-i-law    
w107b     , partner's relatives living with the respondent: mother-i-law    
w107c     , partner's relatives living with the respondent: brother-i-la    
w107d     , partner's relatives living with the respondent:sister-i-law 
w107e     , partner's relatives living with the respondent:wife of b-i-l    
w107f     , partner's relatives living with the respondent:husband of s-    
w107g     , partner's relatives living with the respondent:cs   
w107h     , partner's relatives living with the respondent:cs   
w107i     , partner's relatives living with the respondent:cs   
w107j     , partner's relatives living with the respondent:cs   
w107x     , partner's relatives living with the respondent:other in-laws    
w107y     , partner's relatives living with the respondent: no in-laws  
w110      , father's highest education  
w112      , mother's education  
w114      , any family member living with her   
w115      , times talked to a family member 
w116      , family close enough to visit easily (go & return in 1 day)  
w117a     , family support: shelter 
w117b     , family support: economic support    
w118a     , control over money for: perishable foods (fruits/vegetables)    
w118b     , control over money for: clothes 
w118c     , control over money for: medicine    
w118d     , control over money for: toiletries  
w118e     , control over money for: cs staples  
w118f     , control over money for: cs  
w118g     , control over money for: cs  
w118h     , control over money for: cs  
w118i     , control over money for: cs  
w120      , in last 7 days: number of days hh member went to bed hungry 
w121a     , person who went hungry: respondent only 
w121b     , person who went hungry: partner 
w121c     , person who went hungry: son(s)  
w121d     , person who went hungry: daughter(s) 
w121e     , person who went hungry: other female relative(s)    
w121f     , person who went hungry: other male relative(s)  
w121g     , person who went hungry: non-relative(s) 
w121y     , person who went hungry: no one  
w122a     , asset owned: land   
w122b     , asset owned: the dwelling   
w122c     , asset owned: other dwelling 
w122d     , asset owned: jewerly    
w122e     , asset owned: livestock  
w122f     , asset owned: cs car or motorbike    
w122g     , asset owned: cs 
w122h     , asset owned: cs 
w122i     , asset owned: cs 
w122j     , asset owned: cs 
w123a     , can sell without permission: land   
w123b     , can sell without permission: the dwelling   
w123c     , can sell without permission: other dwelling 
w123d     , can sell without permission: jewelry    
w123e     , can sell without permission: livestock  
w123f     , can sell without permission: cs car or motorbike    
w123g     , can sell without permission: cs 
w123h     , can sell without permission: cs 
w123i     , can sell without permission: cs 
w123j     , can sell without permission: cs 
w124      , has money for her own use   
w125a     , owns a bank account: in own name    
w125b     , owns a bank account: joint account  
w125y     , owns a bank account: no bank account    
w126      , operate her account 
w127      , knowledge of loan programs  
w128      , given a loan    
w129a     , opinion on: family decisions should be made by men  
w129b     , opinion on: husband should not help with household chores   
w129c     , opinion on: married women should not be allowed to work 
w129d     , opinion on: wife does not have the right to express opinion 
w129e     , opinion on: wife should tolerate being beaten to keep family    
w129f     , opinion on: better to educate son rather than daughter  
w129g     , opinion on: cs sex outside marriage acceptable  
w129h     , opinion on: cs  
w129i     , opinion on: cs  
w129j     , opinion on: cs  
w130a     , permitted to go to: market  
w130b     , permitted to go to: health center   
w130c     , permitted to go to: community center    
w130d     , permitted to go to: friends 
w130e     , permitted to go to: religious places    
w130f     , permitted to go: outside the house  
w130g     , permitted to go: cs 
w130h     , permitted to go: cs 
w130i     , permitted to go: cs 
w130j     , permitted to go: cs 
w130k     , permitted to go: cs 
w131a     , kind of association:religious   
w131b     , kind of association:social  
w131c     , kind of association:women's organization    
w131d     , kind of association:labor union 
w131e     , kind of association:political   
w131f     , kind of association:cs development committee    
w131g     , kind of association:cs  
w131h     , kind of association:cs  
w131x     , kind of association: other organization 
w131y     , kind of association: no organization    
w132      , votes   
w145      , ever met and spoken to current husband before marriage  
w146      , dowry or bridewealth given  
w147      , promised bridewealth paid   
w148a     , given or promised dowry/bridewealth: cash   
w148b     , given or promised dowry/bridewealth: fixed property 
w148c     , given or promised dowry/bridewealth: furniture  
w148d     , given or promised dowry/bridewealth: t/ etc.   
w148e     , given or promised dowry/bridewealth: ca/ etc.  
w148f     , given or promised dowry/bridewealth: livestock  
w148g     , given or promised dowry/bridewealth: cs 
w148h     , given or promised dowry/bridewealth: cs 
w148i     , given or promised dowry/bridewealth: cs 
w148j     , given or promised dowry/bridewealth: cs 
w148x     , given or promised dowry/bridewealth: other  
d005      , weight for domestic violence respondents (6 decimals)   
d101a     , husband jealous if talking with other men   
d101b     , husband accuses her of unfaithfulness   
d101c     , does not permit her to meet her girl friends    
d101d     , husband tries to limit her contact with family  
d101e     , husband insists on knowing where she is 
d101f     , husband doesn't trust her with money    
d101g     , cs control issue    
d101h     , cs control issue    
d101i     , cs control issue    
d101j     , cs control issue    
d102      , number of control issues    
d103a     , spouse ever humiliated her  
d103b     , spouse ever threatened her with harm    
d103c     , spouse ever insult or make feel bad 
d103d     , cs emotional abuse: ever    
d103e     , cs emotional abuse: ever    
d103f     , cs emotional abuse: ever    
d104      , ever any emotional violence 
d105a     , spouse ever pushe/ shook or threw something    
d105b     , spouse ever slapped 
d105c     , spouse ever punched with fist or something harmful  
d105d     , spouse ever kicked or dragged   
d105e     , spouse ever tried to strangle or burn   
d105f     , spouse ever threatened with knife/gun or other weapon   
d105g     , spouse ever attacked with knife/gun or other weapon 
d105h     , spouse ever physically forced sex when not wanted   
d105i     , spouse ever forced other sexual acts when not wanted    
d105j     , spouse ever twisted her arm or pull her hair    
d105k     , cs: physical violence   
d105l     , cs: physical violence   
d105m     , cs: physical violence   
d105n     , cs: physical violence   
d106      , experienced any less severe violence    
d107      , experienced any severe violence 
d108      , experienced any sexual violence 
d109      , first time it happened  
d110a     , ever had bruises because of husband's act   
d110b     , ever had injur/ spari/ dislocations or burns  
d110c     , ever went to health facility because of husband's act   
d110d     , ever had wound/ broken bone/ broken teeth or other serious    
d110e     , cs action: because of husband's act 
d110f     , cs action: because of husband's act 
d110g     , cs action: because of husband's act 
d110h     , cs action: because of husband's act 
d111      , any results of husbands's actions   
d112      , ever phys hurt husband when he was not hurting you  
d112a     , how often physically hurt husband in last 12 months 
d113      , partner drinks alcohol  
d114      , times partner gets drunk    
d115b     , ever physically hurt by: mother 
d115c     , ever physically hurt by: father 
d115d     , ever physically hurt by: daughter   
d115e     , ever physically hurt by: son    
d115f     , ever physically hurt by: sister 
d115g     , ever physically hurt by: other relative: brother    
d115h     , ever physically hurt by: other female family    
d115i     , ever physically hurt by: other male family  
d115j     , ever physically hurt by: former partner 
d115k     , ever physically hurt by: current boyfriend  
d115l     , ever physically hurt by: former boyfriend   
d115m     , ever physically hurt by: step-mother    
d115n     , ever physically hurt by: step-father    
d115o     , ever physically hurt by: mother-in-law  
d115p     , ever physically hurt by: father-in-law  
d115q     , ever physically hurt by: other in-law   
d115r     , ever physically hurt by: other male in-law  
d115s     , ever physically hurt by: female friend  
d115t     , ever physically hurt by: male friend    
d115u     , ever physically hurt by: neighbor   
d115v     , ever physically hurt by: teacher    
d115w     , ever physically hurt by: employer   
d115x     , ever physically hurt by: other  
d115y     , ever physically hurt by: no one other than spouse   
d115xa    , ever physically hurt by: stranger   
d115xb    , ever physically hurt by: other female in-law    
d115xc    , ever physically hurt by: other male in-law  
d115xd    , ever physically hurt by: friend 
d115xe    , ever physically hurt by: police 
d115xf    , ever physically hurt by: religious leader   
d115xg    , ever physically hurt by: lawyer 
d115xh    , ever physically hurt by: doctor 
d115xi    , ever physically hurt by: cs 
d115xj    , ever physically hurt by: cs 
d115xk    , ever physically hurt by: cs 
d116      , person who hurt her most often  
d117a     , times hit by other than partner last 12 months  
d118a     , hurt during pregnancy by: husband   
d118b     , hurt during pregnancy by: mother    
d118c     , hurt during pregnancy by: father    
d118d     , hurt during pregnancy by: daughter  
d118e     , hurt during pregnancy by: son alone 
d118f     , hurt during pregnancy by:sister 
d118g     , hurt during pregnancy by:other relative brother 
d118h     , hurt during pregnancy by: other female family   
d118i     , hurt during pregnancy by: other male family 
d118j     , hurt during pregnancy by: former partner    
d118k     , hurt during pregnancy by: current boyfriend 
d118l     , hurt during pregnancy by: former boyfriend  
d118m     , hurt during pregnancy by: step-mother   
d118n     , hurt during pregnancy by: step-father   
d118o     , hurt during pregnancy by: mother-in-law 
d118p     , hurt during pregnancy by: father-in-law 
d118q     , hurt during pregnancy by: other in-law  
d118r     , hurt during pregnancy by: other female/male in-law  
d118s     , hurt during pregnancy by: female friend 
d118t     , hurt during pregnancy by: male friend   
d118u     , hurt during pregnancy by: neighbor  
d118v     , hurt during pregnancy by: teacher   
d118w     , hurt during pregnancy by: employer  
d118x     , hurt during pregnancy by: other person  
d118y     , hurt during pregnancy by: no one    
d118xa    , hurt during pregnancy by: stranger  
d118xb    , hurt during pregnancy by: other female in-law   
d118xc    , hurt during pregnancy by: other male in-law 
d118xd    , hurt during pregnancy by: friend    
d118xe    , hurt during pregnancy by: police    
d118xf    , hurt during pregnancy by: religious leader  
d118xg    , hurt during pregnancy by: lawyer    
d118xh    , hurt during pregnancy by: doctor    
d118xi    , hurt during pregnancy by: cs    
d118xj    , hurt during pregnancy by: cs    
d118xk    , ever physically hurt by: cs 
d119a     , sought help from: husband   
d119b     , sought help from: mother    
d119c     , sought help from: father    
d119d     , sought help from: daughter  
d119e     , sought help from: son   
d119f     , sought help from: sister    
d119g     , sought help from: brother   
d119h     , sought help from: own family    
d119i     , sought help from: husband/partner family    
d119j     , sought help from: current/former husband/partner    
d119k     , sought help from: current/former boyfriend  
d119l     , sought help from: current/former boyfriend alone    
d119m     , sought help from: step-mother   
d119n     , sought help from: step-father   
d119o     , sought help from: mother-in-law 
d119p     , sought help from: father-in-law 
d119q     , sought help from: other female in-law   
d119r     , sought help from: other male in-law 
d119s     , sought help from: female friend 
d119t     , sought help from: male friend   
d119u     , sought help from: neighbor  
d119v     , sought help from: teacher   
d119w     , sought help from: employer  
d119x     , sought help from: other person  
d119y     , sought help from: no one    
d119xa    , sought help from: stranger  
d119xb    , sought help from: social service organization   
d119xc    , sought help from: cs    
d119xd    , sought help from: friend    
d119xe    , sought help from: police    
d119xf    , sought help from: religious leader  
d119xg    , sought help from: lawyer    
d119xh    , sought help from: doctor    
d119xi    , sought help from: cs other female relatives 
d119xj    , sought help from: cs other male relatives   
d119xk    , sought help from: cs    
d120      , main reason never sought help   
d121      , did her father ever beat her mother 
d122a     , interrupted interview because of husband's presence 
d122b     , interrupted interview because of other adult male's presence    
d122c     , interrupted interview because of adult female's presence    
d123      , first intercourse was wanted or forced  
d124      , anyone other than partner forced respondent to have sex last    
d125      , anyone forced respondent to perform sexual acts 
d126      , age at first forced sexual activity 
d127      , person who forced respondent to first sexual activity   
d128      , have ever told any one else about violence  
sdomain   , domain  
sregion   , province of residence   
sselcdm   , household selected for cause of death module    
sselhrm   , household selected for household relations module   
swselhrm  , women selected for household relations module   
s108      , highest educational level   
s109      , highest grade at that level 
s232a     , pregnancy ended in an induced abortion  
s232b1    , 7 days post-abortion: fever 
s232b2    , 7 days post-abortion: bleeding  
s232ca    , person(s) initiating abortion   
s232cb    , person(s) initiating abortion   
s232cc    , person(s) initiating abortion   
s232cd    , person(s) initiating abortion   
s232ce    , person(s) initiating abortion   
s232cf    , person(s) initiating abortion   
s232cg    , person(s) initiating abortion   
s232ch    , person(s) initiating abortion   
s232cx    , person(s) initiating abortion   
s232cy    , person(s) initiating abortion   
s232d     , place of induced abortion   
s232ea    , assitance at time of abortion   
s232eb    , assitance at time of abortion   
s232ec    , assitance at time of abortion   
s232ed    , assitance at time of abortion   
s232ee    , assitance at time of abortion   
s232ef    , assitance at time of abortion   
s232eg    , assitance at time of abortion   
s232eh    , assitance at time of abortion   
s232ex    , assitance at time of abortion   
s232ey    , assitance at time of abortion   
s233a     , total lifetime induced abortions    
s240      , primary care giver of any children  
s241      , primary care giver of any children under 18 years   
s242      , arrangements for child care if respondent becomes ill or inc    
s624a     , reason used a condom last time had sex  
s624b     , reason used a condom last time had sex  
s624c     , reason used a condom last time had sex  
s804      , partner's level of education    
s805      , partner's highest grade 
s811      , main activity in last 12 months 
s909a     , means of avoiding hiv   
s909b     , means of avoiding hiv   
s909c     , means of avoiding hiv   
s909d     , means of avoiding hiv   
s909e     , means of avoiding hiv   
s909f     , means of avoiding hiv   
s909g     , means of avoiding hiv   
s909h     , means of avoiding hiv   
s909i     , means of avoiding hiv   
s909j     , means of avoiding hiv   
s909k     , means of avoiding hiv   
s909l     , means of avoiding hiv   
s909m     , means of avoiding hiv   
s909n     , means of avoiding hiv   
s909w     , means of avoiding hiv   
s909x     , means of avoiding hiv   
s909z     , means of avoiding hiv   
s964j     , place of advice/treatment   
s964k     , place of advice/treatment   
s1110a    , talk with husband about: events at work 
s1110b    , talk with husband about: events at home 
s1110c    , talk with husband about: money matters  
s1110d    , talk with husband about: community happenings   
s1123e    , justifies domestic violence: food late or not well prepared 
s1126     , father alive    
s1127     , mother alive    
s1129     , father can read a newspaper 
s1131     , mother can read a newspaper 
s1133c    , family support: advice  
s1143     , aware of the trafficking of women   
s1144     , aware of cambodian laws protecting women's rights   
s1145a    , laws heard about    
s1145b    , laws heard about    
s1145c    , laws heard about    
s1145d    , laws heard about    
s1145e    , laws heard about    
s1145x    , laws heard about    
s1225     , first intercourse physically forced 
s1227     , any intercourse physically forced in last 12 months 
s1233a    , presence of children <10    
s1233b    , presence of children 10+    
v323mp    , brand of monthly pill used  
s1206an   , number of times humiliated during the last 12 months    
s1206bn   , number of times threatenned during the last 12 months   
s1206cn   , number of times sweared at during the last 12 months    
s1207an   , number of times during the last 12 months   
s1207bn   , number of times during the last 12 months   
s1207cn   , number of times during the last 12 months   
s1207dn   , number of times during the last 12 months   
s1207en   , number of times during the last 12 months   
s1207fn   , number of times during the last 12 months   
s1207gn   , number of times during the last 12 months   
s1207hn   , number of times during the last 12 months   
s1207in   , number of times during the last 12 months   
s1212     , number of times respondent physically hurt husband during th    
s1219     , number of times this person has physically hurt respondent i    
s1210an   , number of times bruised during the last 12 months   
s1210bn   , number of times injured/bones broken during the last 12 mont    
s1210cn   , number of times taken to a health facility during the last 1    
idx94_1   , index to birth history  
idx94_2   , index to birth history  
idx94_3   , index to birth history  
idx94_4   , index to birth history  
idx94_5   , index to birth history  
idx94_6   , index to birth history  
s414_1    , seen card recording tetanus vaccinations    
s414_2    , seen card recording tetanus vaccinations    
s414_3    , seen card recording tetanus vaccinations    
s414_4    , seen card recording tetanus vaccinations    
s414_5    , seen card recording tetanus vaccinations    
s414_6    , seen card recording tetanus vaccinations    
stt1d_1   , tetanus vaccination 1: day  
stt1d_2   , tetanus vaccination 1: day  
stt1d_3   , tetanus vaccination 1: day  
stt1d_4   , tetanus vaccination 1: day  
stt1d_5   , tetanus vaccination 1: day  
stt1d_6   , tetanus vaccination 1: day  
stt1m_1   , tetanus vaccination 1: month    
stt1m_2   , tetanus vaccination 1: month    
stt1m_3   , tetanus vaccination 1: month    
stt1m_4   , tetanus vaccination 1: month    
stt1m_5   , tetanus vaccination 1: month    
stt1m_6   , tetanus vaccination 1: month    
stt1y_1   , tetanus vaccination 1: year 
stt1y_2   , tetanus vaccination 1: year 
stt1y_3   , tetanus vaccination 1: year 
stt1y_4   , tetanus vaccination 1: year 
stt1y_5   , tetanus vaccination 1: year 
stt1y_6   , tetanus vaccination 1: year 
stt2d_1   , tetanus vaccination 2: day  
stt2d_2   , tetanus vaccination 2: day  
stt2d_3   , tetanus vaccination 2: day  
stt2d_4   , tetanus vaccination 2: day  
stt2d_5   , tetanus vaccination 2: day  
stt2d_6   , tetanus vaccination 2: day  
stt2m_1   , tetanus vaccination 2: month    
stt2m_2   , tetanus vaccination 2: month    
stt2m_3   , tetanus vaccination 2: month    
stt2m_4   , tetanus vaccination 2: month    
stt2m_5   , tetanus vaccination 2: month    
stt2m_6   , tetanus vaccination 2: month    
stt2y_1   , tetanus vaccination 2: year 
stt2y_2   , tetanus vaccination 2: year 
stt2y_3   , tetanus vaccination 2: year 
stt2y_4   , tetanus vaccination 2: year 
stt2y_5   , tetanus vaccination 2: year 
stt2y_6   , tetanus vaccination 2: year 
stt3d_1   , tetanus vaccination 3: day  
stt3d_2   , tetanus vaccination 3: day  
stt3d_3   , tetanus vaccination 3: day  
stt3d_4   , tetanus vaccination 3: day  
stt3d_5   , tetanus vaccination 3: day  
stt3d_6   , tetanus vaccination 3: day  
stt3m_1   , tetanus vaccination 3: month    
stt3m_2   , tetanus vaccination 3: month    
stt3m_3   , tetanus vaccination 3: month    
stt3m_4   , tetanus vaccination 3: month    
stt3m_5   , tetanus vaccination 3: month    
stt3m_6   , tetanus vaccination 3: month    
stt3y_1   , tetanus vaccination 3: year 
stt3y_2   , tetanus vaccination 3: year 
stt3y_3   , tetanus vaccination 3: year 
stt3y_4   , tetanus vaccination 3: year 
stt3y_5   , tetanus vaccination 3: year 
stt3y_6   , tetanus vaccination 3: year 
stt4d_1   , tetanus vaccination 4: day  
stt4d_2   , tetanus vaccination 4: day  
stt4d_3   , tetanus vaccination 4: day  
stt4d_4   , tetanus vaccination 4: day  
stt4d_5   , tetanus vaccination 4: day  
stt4d_6   , tetanus vaccination 4: day  
stt4m_1   , tetanus vaccination 4: month    
stt4m_2   , tetanus vaccination 4: month    
stt4m_3   , tetanus vaccination 4: month    
stt4m_4   , tetanus vaccination 4: month    
stt4m_5   , tetanus vaccination 4: month    
stt4m_6   , tetanus vaccination 4: month    
stt4y_1   , tetanus vaccination 4: year 
stt4y_2   , tetanus vaccination 4: year 
stt4y_3   , tetanus vaccination 4: year 
stt4y_4   , tetanus vaccination 4: year 
stt4y_5   , tetanus vaccination 4: year 
stt4y_6   , tetanus vaccination 4: year 
stt5d_1   , tetanus vaccination 5: day  
stt5d_2   , tetanus vaccination 5: day  
stt5d_3   , tetanus vaccination 5: day  
stt5d_4   , tetanus vaccination 5: day  
stt5d_5   , tetanus vaccination 5: day  
stt5d_6   , tetanus vaccination 5: day  
stt5m_1   , tetanus vaccination 5: month    
stt5m_2   , tetanus vaccination 5: month    
stt5m_3   , tetanus vaccination 5: month    
stt5m_4   , tetanus vaccination 5: month    
stt5m_5   , tetanus vaccination 5: month    
stt5m_6   , tetanus vaccination 5: month    
stt5y_1   , tetanus vaccination 5: year 
stt5y_2   , tetanus vaccination 5: year 
stt5y_3   , tetanus vaccination 5: year 
stt5y_4   , tetanus vaccination 5: year 
stt5y_5   , tetanus vaccination 5: year 
stt5y_6   , tetanus vaccination 5: year 
s420_1    , place most tetanus vaccinations recieved    
s420_2    , place most tetanus vaccinations recieved    
s420_3    , place most tetanus vaccinations recieved    
s420_4    , place most tetanus vaccinations recieved    
s420_5    , place most tetanus vaccinations recieved    
s420_6    , place most tetanus vaccinations recieved    
s448a_1   , place first check occured   
s448a_2   , place first check occured   
s448a_3   , place first check occured   
s448a_4   , place first check occured   
s448a_5   , place first check occured   
s448a_6   , place first check occured   
s448b_1   , place first check occured   
s448b_2   , place first check occured   
s448b_3   , place first check occured   
s448b_4   , place first check occured   
s448b_5   , place first check occured   
s448b_6   , place first check occured   
s448c_1   , place first check occured   
s448c_2   , place first check occured   
s448c_3   , place first check occured   
s448c_4   , place first check occured   
s448c_5   , place first check occured   
s448c_6   , place first check occured   
s448d_1   , place first check occured   
s448d_2   , place first check occured   
s448d_3   , place first check occured   
s448d_4   , place first check occured   
s448d_5   , place first check occured   
s448d_6   , place first check occured   
s448e_1   , place first check occured   
s448e_2   , place first check occured   
s448e_3   , place first check occured   
s448e_4   , place first check occured   
s448e_5   , place first check occured   
s448e_6   , place first check occured   
s448f_1   , place first check occured   
s448f_2   , place first check occured   
s448f_3   , place first check occured   
s448f_4   , place first check occured   
s448f_5   , place first check occured   
s448f_6   , place first check occured   
s448g_1   , place first check occured   
s448g_2   , place first check occured   
s448g_3   , place first check occured   
s448g_4   , place first check occured   
s448g_5   , place first check occured   
s448g_6   , place first check occured   
s448h_1   , place first check occured   
s448h_2   , place first check occured   
s448h_3   , place first check occured   
s448h_4   , place first check occured   
s448h_5   , place first check occured   
s448h_6   , place first check occured   
s448i_1   , place first check occured   
s448i_2   , place first check occured   
s448i_3   , place first check occured   
s448i_4   , place first check occured   
s448i_5   , place first check occured   
s448i_6   , place first check occured   
s448j_1   , place first check occured   
s448j_2   , place first check occured   
s448j_3   , place first check occured   
s448j_4   , place first check occured   
s448j_5   , place first check occured   
s448j_6   , place first check occured   
s448k_1   , place first check occured   
s448k_2   , place first check occured   
s448k_3   , place first check occured   
s448k_4   , place first check occured   
s448k_5   , place first check occured   
s448k_6   , place first check occured   
s448l_1   , place first check occured   
s448l_2   , place first check occured   
s448l_3   , place first check occured   
s448l_4   , place first check occured   
s448l_5   , place first check occured   
s448l_6   , place first check occured   
s448m_1   , place first check occured   
s448m_2   , place first check occured   
s448m_3   , place first check occured   
s448m_4   , place first check occured   
s448m_5   , place first check occured   
s448m_6   , place first check occured   
s448n_1   , place first check occured   
s448n_2   , place first check occured   
s448n_3   , place first check occured   
s448n_4   , place first check occured   
s448n_5   , place first check occured   
s448n_6   , place first check occured   
s448x_1   , place first check occured   
s448x_2   , place first check occured   
s448x_3   , place first check occured   
s448x_4   , place first check occured   
s448x_5   , place first check occured   
s448x_6   , place first check occured   
s449a_1   , recieved iron within 2 months of birth  
s449a_2   , recieved iron within 2 months of birth  
s449a_3   , recieved iron within 2 months of birth  
s449a_4   , recieved iron within 2 months of birth  
s449a_5   , recieved iron within 2 months of birth  
s449a_6   , recieved iron within 2 months of birth  
s456a_1   , provide colostrum with breastmilk   
s456a_2   , provide colostrum with breastmilk   
s456a_3   , provide colostrum with breastmilk   
s456a_4   , provide colostrum with breastmilk   
s456a_5   , provide colostrum with breastmilk   
s456a_6   , provide colostrum with breastmilk   
idx95_1   , index to birth history  
idx95_2   , index to birth history  
idx95_3   , index to birth history  
idx95_4   , index to birth history  
idx95_5   , index to birth history  
idx95_6   , index to birth history  
s504_1    , received vitamin a  
s504_2    , received vitamin a  
s504_3    , received vitamin a  
s504_4    , received vitamin a  
s504_5    , received vitamin a  
s504_6    , received vitamin a  
s505_1    , months since last vitamin a dose    
s505_2    , months since last vitamin a dose    
s505_3    , months since last vitamin a dose    
s505_4    , months since last vitamin a dose    
s505_5    , months since last vitamin a dose    
s505_6    , months since last vitamin a dose    
s506_1    , iron pill taken in last 7 days  
s506_2    , iron pill taken in last 7 days  
s506_3    , iron pill taken in last 7 days  
s506_4    , iron pill taken in last 7 days  
s506_5    , iron pill taken in last 7 days  
s506_6    , iron pill taken in last 7 days  
s506a_1   , drug for intestinal parasites taken in last 6 months    
s506a_2   , drug for intestinal parasites taken in last 6 months    
s506a_3   , drug for intestinal parasites taken in last 6 months    
s506a_4   , drug for intestinal parasites taken in last 6 months    
s506a_5   , drug for intestinal parasites taken in last 6 months    
s506a_6   , drug for intestinal parasites taken in last 6 months    
s509_1    , received vitamin a2 (2nd most recent)   
s509_2    , received vitamin a2 (2nd most recent)   
s509_3    , received vitamin a2 (2nd most recent)   
s509_4    , received vitamin a2 (2nd most recent)   
s509_5    , received vitamin a2 (2nd most recent)   
s509_6    , received vitamin a2 (2nd most recent)   
ds509_1   , vitamin a2 day  
